objectid,data,estação,estacao_nome,poluente,classificação,iqar,codnum
62919,2018/02/14 03:00:00+00,,Unidade Móvel Recreio,O3,Boa,49,
62920,2018/02/15 03:00:00+00,CA,Centro,O3,Boa,36,3
62921,2018/02/15 03:00:00+00,AV,Copacabana,MP10,Boa,49,1
62922,2018/02/15 03:00:00+00,SC,São Cristóvão,O3,Regular,58,7
62923,2018/02/15 03:00:00+00,SP,Tijuca,O3,Boa,46,8
62924,2018/02/15 03:00:00+00,IR,Irajá,O3,Boa,43,5
62925,2018/02/15 03:00:00+00,BG,Bangu,O3,Boa,39,2
62926,2018/02/15 03:00:00+00,CG,Campo Grande,O3,Boa,40,4
62927,2018/02/15 03:00:00+00,PG,Pedra de Guaratiba,,Indisponível,,6
62928,2018/02/15 03:00:00+00,,Unidade Móvel Recreio,,Indisponível,,
62929,2018/02/16 03:00:00+00,CA,Centro,MP10,Boa,35,3
62930,2018/02/16 03:00:00+00,AV,Copacabana,MP10,Boa,49,1
62931,2018/02/16 03:00:00+00,SC,São Cristóvão,O3,Boa,39,7
62932,2018/02/16 03:00:00+00,SP,Tijuca,O3,Boa,38,8
62933,2018/02/16 03:00:00+00,IR,Irajá,O3,Boa,38,5
62934,2018/02/16 03:00:00+00,BG,Bangu,O3,Boa,46,2
62935,2018/02/16 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
62936,2018/02/16 03:00:00+00,PG,Pedra de Guaratiba,,Indisponível,,6
62937,2018/02/16 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,41,
62938,2018/02/17 03:00:00+00,CA,Centro,O3,Boa,31,3
62939,2018/02/17 03:00:00+00,AV,Copacabana,MP10,Boa,45,1
62940,2018/02/17 03:00:00+00,SC,São Cristóvão,O3,Regular,57,7
62941,2018/02/17 03:00:00+00,SP,Tijuca,O3,Boa,44,8
62942,2018/02/17 03:00:00+00,IR,Irajá,O3,Boa,50,5
62943,2018/02/17 03:00:00+00,BG,Bangu,O3,Regular,59,2
62944,2018/02/17 03:00:00+00,CG,Campo Grande,O3,Regular,54,4
62945,2018/02/17 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,21,6
62946,2018/02/17 03:00:00+00,,Unidade Móvel Recreio,O3,Boa,48,
62947,2018/02/18 03:00:00+00,CA,Centro,O3,Boa,31,3
62948,2018/02/18 03:00:00+00,AV,Copacabana,MP10,Boa,44,1
62949,2018/02/18 03:00:00+00,SC,São Cristóvão,O3,Boa,44,7
62950,2018/02/18 03:00:00+00,SP,Tijuca,O3,Boa,45,8
62951,2018/02/18 03:00:00+00,IR,Irajá,O3,Regular,58,5
62952,2018/02/18 03:00:00+00,BG,Bangu,O3,Regular,55,2
62953,2018/02/18 03:00:00+00,CG,Campo Grande,O3,Boa,49,4
62954,2018/02/18 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,35,6
62955,2018/02/18 03:00:00+00,,Unidade Móvel Recreio,O3,Boa,44,
62956,2018/02/19 03:00:00+00,CA,Centro,O3,Boa,20,3
62957,2018/02/19 03:00:00+00,AV,Copacabana,MP10,Boa,46,1
62958,2018/02/19 03:00:00+00,SC,São Cristóvão,O3,Boa,37,7
62959,2018/02/19 03:00:00+00,SP,Tijuca,O3,Boa,43,8
62960,2018/02/19 03:00:00+00,IR,Irajá,O3,Regular,55,5
62961,2018/02/19 03:00:00+00,BG,Bangu,O3,Regular,95,2
62962,2018/02/19 03:00:00+00,CG,Campo Grande,O3,Regular,70,4
62963,2018/02/19 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53,6
62964,2018/02/19 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,49,
62965,2018/02/20 03:00:00+00,CA,Centro,O3,Boa,48,3
62966,2018/02/20 03:00:00+00,AV,Copacabana,O3,Boa,44,1
62967,2018/02/20 03:00:00+00,SC,São Cristóvão,O3,Boa,45,7
62968,2018/02/20 03:00:00+00,SP,Tijuca,O3,Regular,96,8
62969,2018/02/20 03:00:00+00,IR,Irajá,O3,Regular,58,5
62970,2018/02/20 03:00:00+00,BG,Bangu,O3,Regular,93,2
62971,2018/02/20 03:00:00+00,CG,Campo Grande,O3,Regular,75,4
62972,2018/02/20 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,46,6
62973,2018/02/20 03:00:00+00,,Unidade Móvel Recreio,O3,Regular,63,
62974,2018/02/21 03:00:00+00,CA,Centro,O3,Boa,33,3
62975,2018/02/21 03:00:00+00,AV,Copacabana,MP10,Boa,45,1
62976,2018/02/21 03:00:00+00,SC,São Cristóvão,O3,Boa,39,7
62977,2018/02/21 03:00:00+00,SP,Tijuca,O3,Regular,66,8
62978,2018/02/21 03:00:00+00,IR,Irajá,O3,Boa,40,5
62979,2018/02/21 03:00:00+00,BG,Bangu,O3,Boa,42,2
62980,2018/02/21 03:00:00+00,CG,Campo Grande,O3,Boa,32,4
62981,2018/02/21 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,52,6
62982,2018/02/21 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,49,
62983,2018/02/22 03:00:00+00,CA,Centro,O3,Boa,32,3
62984,2018/02/22 03:00:00+00,AV,Copacabana,MP10,Boa,42,1
62985,2018/02/22 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
62986,2018/02/22 03:00:00+00,SP,Tijuca,O3,Boa,42,8
62987,2018/02/22 03:00:00+00,IR,Irajá,O3,Regular,52,5
62988,2018/02/22 03:00:00+00,BG,Bangu,O3,Regular,53,2
62989,2018/02/22 03:00:00+00,CG,Campo Grande,O3,Boa,48,4
62990,2018/02/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,39,6
62991,2018/02/22 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,44,
62992,2018/02/23 03:00:00+00,CA,Centro,MP10,Boa,21,3
62993,2018/02/23 03:00:00+00,AV,Copacabana,MP10,Boa,41,1
62994,2018/02/23 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
62995,2018/02/23 03:00:00+00,SP,Tijuca,O3,Boa,34,8
62996,2018/02/23 03:00:00+00,IR,Irajá,NO2,Boa,37,5
62997,2018/02/23 03:00:00+00,BG,Bangu,O3,Boa,42,2
62998,2018/02/23 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
62999,2018/02/23 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,31,6
63000,2018/02/23 03:00:00+00,,Unidade Móvel Recreio,O3,Boa,38,
63001,2018/02/24 03:00:00+00,CA,Centro,MP10,Boa,31,3
63002,2018/02/24 03:00:00+00,AV,Copacabana,MP10,Boa,41,1
63003,2018/02/24 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
63004,2018/02/24 03:00:00+00,SP,Tijuca,O3,Boa,34,8
63005,2018/02/24 03:00:00+00,IR,Irajá,O3,Boa,36,5
63006,2018/02/24 03:00:00+00,BG,Bangu,NO2,Boa,30,2
63007,2018/02/24 03:00:00+00,CG,Campo Grande,NO2,Boa,25,4
63008,2018/02/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29,6
63009,2018/02/24 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,46,
63010,2018/02/25 03:00:00+00,CA,Centro,O3,Boa,30,3
63011,2018/02/25 03:00:00+00,AV,Copacabana,MP10,Boa,41,1
63012,2018/02/25 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
63013,2018/02/25 03:00:00+00,SP,Tijuca,O3,Boa,34,8
63014,2018/02/25 03:00:00+00,IR,Irajá,O3,Boa,44,5
63015,2018/02/25 03:00:00+00,BG,Bangu,O3,Regular,60,2
63016,2018/02/25 03:00:00+00,CG,Campo Grande,O3,Boa,46,4
63017,2018/02/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,29,6
63018,2018/02/25 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,47,
63019,2018/02/26 03:00:00+00,CA,Centro,MP10,Boa,24,3
63020,2018/02/26 03:00:00+00,AV,Copacabana,MP10,Boa,37,1
63021,2018/02/26 03:00:00+00,SC,São Cristóvão,O3,Boa,26,7
63022,2018/02/26 03:00:00+00,SP,Tijuca,O3,Boa,30,8
63023,2018/02/26 03:00:00+00,IR,Irajá,O3,Boa,33,5
63024,2018/02/26 03:00:00+00,BG,Bangu,O3,Regular,55,2
63025,2018/02/26 03:00:00+00,CG,Campo Grande,O3,Regular,65,4
63026,2018/02/26 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36,6
63027,2018/02/26 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,49,
63028,2018/02/27 03:00:00+00,CA,Centro,MP10,Boa,30,3
63029,2018/02/27 03:00:00+00,AV,Copacabana,MP10,Boa,38,1
63030,2018/02/27 03:00:00+00,SC,São Cristóvão,MP10,Boa,25,7
63031,2018/02/27 03:00:00+00,SP,Tijuca,NO2,Boa,34,8
63032,2018/02/27 03:00:00+00,IR,Irajá,O3,Boa,29,5
63033,2018/02/27 03:00:00+00,BG,Bangu,O3,Boa,49,2
63034,2018/02/27 03:00:00+00,CG,Campo Grande,O3,Boa,44,4
63035,2018/02/27 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
63036,2018/02/27 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,50,
63037,2018/02/28 03:00:00+00,CA,Centro,O3,Boa,39,3
63038,2018/02/28 03:00:00+00,AV,Copacabana,MP10,Boa,45,1
63039,2018/02/28 03:00:00+00,SC,São Cristóvão,O3,Boa,46,7
63040,2018/02/28 03:00:00+00,SP,Tijuca,O3,Boa,46,8
63041,2018/02/28 03:00:00+00,IR,Irajá,O3,Boa,35,5
63042,2018/02/28 03:00:00+00,BG,Bangu,O3,Regular,84,2
63043,2018/02/28 03:00:00+00,CG,Campo Grande,O3,Regular,62,4
63044,2018/02/28 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53,6
63045,2018/02/28 03:00:00+00,,Unidade Móvel Recreio,MP10,Regular,53,
63046,2018/03/01 03:00:00+00,CA,Centro,O3,Boa,46,3
63047,2018/03/01 03:00:00+00,AV,Copacabana,MP10,Boa,47,1
63048,2018/03/01 03:00:00+00,SC,São Cristóvão,O3,Regular,53,7
63049,2018/03/01 03:00:00+00,SP,Tijuca,O3,Boa,45,8
63050,2018/03/01 03:00:00+00,IR,Irajá,O3,Boa,41,5
63051,2018/03/01 03:00:00+00,BG,Bangu,O3,Regular,79,2
63052,2018/03/01 03:00:00+00,CG,Campo Grande,O3,Regular,73,4
63053,2018/03/01 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,47,6
63054,2018/03/01 03:00:00+00,,Unidade Móvel Recreio,O3,Regular,52,
63055,2018/03/02 03:00:00+00,CA,Centro,MP10,Boa,30,3
63056,2018/03/02 03:00:00+00,AV,Copacabana,MP10,Regular,54,1
63057,2018/03/02 03:00:00+00,SC,São Cristóvão,O3,Boa,49,7
63058,2018/03/02 03:00:00+00,SP,Tijuca,O3,Regular,60,8
63059,2018/03/02 03:00:00+00,IR,Irajá,O3,Boa,38,5
63060,2018/03/02 03:00:00+00,BG,Bangu,O3,Regular,72,2
63061,2018/03/02 03:00:00+00,CG,Campo Grande,O3,Regular,73,4
63062,2018/03/02 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,57,6
63063,2018/03/02 03:00:00+00,,Unidade Móvel Recreio,MP10,Regular,52,
63064,2018/03/03 03:00:00+00,CA,Centro,O3,Regular,57,3
63065,2018/03/03 03:00:00+00,AV,Copacabana,O3,Regular,57,1
63066,2018/03/03 03:00:00+00,SC,São Cristóvão,O3,Regular,69,7
63067,2018/03/03 03:00:00+00,SP,Tijuca,O3,Regular,64,8
63068,2018/03/03 03:00:00+00,IR,Irajá,O3,Boa,38,5
63069,2018/03/03 03:00:00+00,BG,Bangu,O3,Regular,65,2
63070,2018/03/03 03:00:00+00,CG,Campo Grande,O3,Regular,65,4
63071,2018/03/03 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53,6
63072,2018/03/03 03:00:00+00,,Unidade Móvel Recreio,O3,Regular,63,
63073,2018/03/04 03:00:00+00,CA,Centro,O3,Regular,52,3
63074,2018/03/04 03:00:00+00,AV,Copacabana,MP10,Regular,52,1
63075,2018/03/04 03:00:00+00,SC,São Cristóvão,O3,Regular,71,7
63076,2018/03/04 03:00:00+00,SP,Tijuca,O3,Regular,64,8
63077,2018/03/04 03:00:00+00,IR,Irajá,O3,Regular,64,5
63078,2018/03/04 03:00:00+00,BG,Bangu,O3,Regular,58,2
63079,2018/03/04 03:00:00+00,CG,Campo Grande,O3,Regular,60,4
63080,2018/03/04 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,41,6
63081,2018/03/04 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,50,
63082,2018/03/05 03:00:00+00,CA,Centro,O3,Boa,39,3
63083,2018/03/05 03:00:00+00,AV,Copacabana,MP10,Regular,51,1
63084,2018/03/05 03:00:00+00,SC,São Cristóvão,O3,Regular,56,7
63085,2018/03/05 03:00:00+00,SP,Tijuca,O3,Boa,49,8
63086,2018/03/05 03:00:00+00,IR,Irajá,O3,Regular,65,5
63087,2018/03/05 03:00:00+00,BG,Bangu,O3,Regular,58,2
63088,2018/03/05 03:00:00+00,CG,Campo Grande,O3,Regular,53,4
63089,2018/03/05 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44,6
63090,2018/03/05 03:00:00+00,,Unidade Móvel Recreio,O3,Regular,62,
63091,2018/03/06 03:00:00+00,CA,Centro,MP10,Boa,26,3
63092,2018/03/06 03:00:00+00,AV,Copacabana,MP10,Boa,43,1
63093,2018/03/06 03:00:00+00,SC,São Cristóvão,O3,Boa,35,7
63094,2018/03/06 03:00:00+00,SP,Tijuca,O3,Boa,43,8
63095,2018/03/06 03:00:00+00,IR,Irajá,O3,Regular,57,5
63096,2018/03/06 03:00:00+00,BG,Bangu,O3,Regular,55,2
63097,2018/03/06 03:00:00+00,CG,Campo Grande,O3,Boa,44,4
63098,2018/03/06 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,35,6
63099,2018/03/06 03:00:00+00,,Unidade Móvel Recreio,MP10,Regular,51,
63100,2018/03/07 03:00:00+00,CA,Centro,MP10,Boa,17,3
63101,2018/03/07 03:00:00+00,AV,Copacabana,MP10,Boa,35,1
63102,2018/03/07 03:00:00+00,SC,São Cristóvão,O3,Boa,34,7
63103,2018/03/07 03:00:00+00,SP,Tijuca,O3,Boa,29,8
63104,2018/03/07 03:00:00+00,IR,Irajá,O3,Boa,48,5
63105,2018/03/07 03:00:00+00,BG,Bangu,O3,Regular,63,2
63106,2018/03/07 03:00:00+00,CG,Campo Grande,O3,Regular,53,4
63107,2018/03/07 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,36,6
63108,2018/03/07 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,46,
63109,2018/03/08 03:00:00+00,CA,Centro,MP10,Boa,22,3
63110,2018/03/08 03:00:00+00,AV,Copacabana,MP10,Boa,36,1
63111,2018/03/08 03:00:00+00,SC,São Cristóvão,O3,Boa,29,7
63112,2018/03/08 03:00:00+00,SP,Tijuca,O3,Boa,30,8
63113,2018/03/08 03:00:00+00,IR,Irajá,O3,Boa,47,5
63114,2018/03/08 03:00:00+00,BG,Bangu,O3,Regular,60,2
63115,2018/03/08 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
63116,2018/03/08 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,34,6
63117,2018/03/08 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,44,
63118,2018/03/09 03:00:00+00,CA,Centro,MP10,Boa,28,3
63119,2018/03/09 03:00:00+00,AV,Copacabana,MP10,Boa,37,1
63120,2018/03/09 03:00:00+00,SC,São Cristóvão,O3,Boa,19,7
63121,2018/03/09 03:00:00+00,SP,Tijuca,NO2,Boa,28,8
63122,2018/03/09 03:00:00+00,IR,Irajá,O3,Boa,24,5
63123,2018/03/09 03:00:00+00,BG,Bangu,O3,Boa,28,2
63124,2018/03/09 03:00:00+00,CG,Campo Grande,NO2,Boa,26,4
63125,2018/03/09 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36,6
63126,2018/03/09 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,40,
63127,2018/03/10 03:00:00+00,CA,Centro,MP10,Boa,27,3
63128,2018/03/10 03:00:00+00,AV,Copacabana,MP10,Boa,42,1
63129,2018/03/10 03:00:00+00,SC,São Cristóvão,O3,Boa,36,7
63130,2018/03/10 03:00:00+00,SP,Tijuca,O3,Boa,34,8
63131,2018/03/10 03:00:00+00,IR,Irajá,O3,Boa,49,5
63132,2018/03/10 03:00:00+00,BG,Bangu,O3,Regular,73,2
63133,2018/03/10 03:00:00+00,CG,Campo Grande,O3,Regular,60,4
63134,2018/03/10 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38,6
63135,2018/03/10 03:00:00+00,,Unidade Móvel Recreio,MP10,Regular,52,
63136,2018/03/11 03:00:00+00,CA,Centro,O3,Boa,22,3
63137,2018/03/11 03:00:00+00,AV,Copacabana,MP10,Boa,34,1
63138,2018/03/11 03:00:00+00,SC,São Cristóvão,O3,Boa,32,7
63139,2018/03/11 03:00:00+00,SP,Tijuca,O3,Boa,30,8
63140,2018/03/11 03:00:00+00,IR,Irajá,O3,Boa,38,5
63141,2018/03/11 03:00:00+00,BG,Bangu,O3,Regular,65,2
63142,2018/03/11 03:00:00+00,CG,Campo Grande,O3,Boa,34,4
63143,2018/03/11 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,28,6
63144,2018/03/11 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,43,
63145,2018/03/12 03:00:00+00,CA,Centro,O3,Regular,92,3
63146,2018/03/12 03:00:00+00,AV,Copacabana,O3,Inadequada,124,1
63147,2018/03/12 03:00:00+00,SC,São Cristóvão,O3,Regular,58,7
63148,2018/03/12 03:00:00+00,SP,Tijuca,MP10,Boa,31,8
63149,2018/03/12 03:00:00+00,IR,Irajá,O3,Boa,48,5
63150,2018/03/12 03:00:00+00,BG,Bangu,O3,Regular,58,2
63151,2018/03/12 03:00:00+00,CG,Campo Grande,O3,Boa,43,4
63152,2018/03/12 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,47,6
63153,2018/03/12 03:00:00+00,,Unidade Móvel Recreio,MP10,Boa,46,
63154,2018/03/13 03:00:00+00,CA,Centro,O3,Regular,99,3
63155,2018/03/13 03:00:00+00,AV,Copacabana,O3,Inadequada,134,1
63156,2018/03/13 03:00:00+00,SC,São Cristóvão,O3,Regular,70,7
63157,2018/03/13 03:00:00+00,SP,Tijuca,O3,Boa,43,8
63158,2018/03/13 03:00:00+00,IR,Irajá,O3,Regular,56,5
63159,2018/03/13 03:00:00+00,BG,Bangu,O3,Regular,63,2
63160,2018/03/13 03:00:00+00,CG,Campo Grande,O3,Boa,50,4
63161,2018/03/13 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,41,6
63162,2018/03/13 03:00:00+00,,Unidade Móvel Recreio,,Indisponível,,
63163,2018/03/14 03:00:00+00,CA,Centro,O3,Boa,29,3
63164,2018/03/14 03:00:00+00,AV,Copacabana,MP10,Boa,44,1
63165,2018/03/14 03:00:00+00,SC,São Cristóvão,O3,Regular,60,7
63166,2018/03/14 03:00:00+00,SP,Tijuca,O3,Regular,66,8
63167,2018/03/14 03:00:00+00,IR,Irajá,O3,Inadequada,199,5
63168,2018/03/14 03:00:00+00,BG,Bangu,O3,Inadequada,124,2
63169,2018/03/14 03:00:00+00,CG,Campo Grande,O3,Regular,52,4
63170,2018/03/14 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,44,6
63171,2018/03/14 03:00:00+00,,Unidade Móvel Recreio,,Indisponível,,
63172,2018/03/15 03:00:00+00,CA,Centro,O3,Boa,36,3
63173,2018/03/15 03:00:00+00,AV,Copacabana,MP10,Boa,48,1
63174,2018/03/15 03:00:00+00,SC,São Cristóvão,O3,Regular,67,7
63175,2018/03/15 03:00:00+00,SP,Tijuca,O3,Regular,73,8
63176,2018/03/15 03:00:00+00,IR,Irajá,O3,Regular,96,5
63177,2018/03/15 03:00:00+00,BG,Bangu,,Indisponível,,2
63178,2018/03/15 03:00:00+00,CG,Campo Grande,O3,Inadequada,136,4
63179,2018/03/15 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,40,6
63180,2018/03/15 03:00:00+00,,Unidade Móvel Recreio,,Indisponível,,
63181,2018/03/16 03:00:00+00,CA,Centro,O3,Boa,34,3
63182,2018/03/16 03:00:00+00,AV,Copacabana,MP10,Regular,54,1
63183,2018/03/16 03:00:00+00,SC,São Cristóvão,O3,Regular,62,7
63184,2018/03/16 03:00:00+00,SP,Tijuca,O3,Regular,77,8
63185,2018/03/16 03:00:00+00,IR,Irajá,MP10,Boa,45,5
63186,2018/03/16 03:00:00+00,BG,Bangu,,Indisponível,,2
63187,2018/03/16 03:00:00+00,CG,Campo Grande,O3,Boa,44,4
63188,2018/03/16 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,39,6
63189,2018/03/16 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63190,2018/03/17 03:00:00+00,CA,Centro,MP10,Boa,38,3
63191,2018/03/17 03:00:00+00,AV,Copacabana,MP10,Boa,48,1
63192,2018/03/17 03:00:00+00,SC,São Cristóvão,O3,Boa,43,7
63193,2018/03/17 03:00:00+00,SP,Tijuca,O3,Boa,43,8
63194,2018/03/17 03:00:00+00,IR,Irajá,O3,Boa,41,5
63195,2018/03/17 03:00:00+00,BG,Bangu,,Indisponível,,2
63196,2018/03/17 03:00:00+00,CG,Campo Grande,O3,Boa,39,4
63197,2018/03/17 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,33,6
63198,2018/03/17 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63199,2018/03/18 03:00:00+00,CA,Centro,MP10,Boa,34,3
63200,2018/03/18 03:00:00+00,AV,Copacabana,MP10,Boa,47,1
63201,2018/03/18 03:00:00+00,SC,São Cristóvão,O3,Boa,42,7
63202,2018/03/18 03:00:00+00,SP,Tijuca,O3,Boa,47,8
63203,2018/03/18 03:00:00+00,IR,Irajá,O3,Regular,58,5
63204,2018/03/18 03:00:00+00,BG,Bangu,O3,Regular,70,2
63205,2018/03/18 03:00:00+00,CG,Campo Grande,O3,Regular,66,4
63206,2018/03/18 03:00:00+00,PG,Pedra de Guaratiba,MP10,Regular,51,6
63207,2018/03/18 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63208,2018/03/19 03:00:00+00,CA,Centro,O3,Boa,50,3
63209,2018/03/19 03:00:00+00,AV,Copacabana,O3,Regular,63,1
63210,2018/03/19 03:00:00+00,SC,São Cristóvão,O3,Regular,94,7
63211,2018/03/19 03:00:00+00,SP,Tijuca,O3,Regular,72,8
63212,2018/03/19 03:00:00+00,IR,Irajá,O3,Regular,65,5
63213,2018/03/19 03:00:00+00,BG,Bangu,O3,Regular,69,2
63214,2018/03/19 03:00:00+00,CG,Campo Grande,O3,Regular,65,4
63215,2018/03/19 03:00:00+00,PG,Pedra de Guaratiba,MP10,Boa,39,6
63216,2018/03/19 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63217,2018/03/20 03:00:00+00,CA,Centro,MP10,Boa,47,3
63218,2018/03/20 03:00:00+00,AV,Copacabana,MP10,Regular,55,1
63219,2018/03/20 03:00:00+00,SC,São Cristóvão,O3,Regular,56,7
63220,2018/03/20 03:00:00+00,SP,Tijuca,O3,Regular,64,8
63221,2018/03/20 03:00:00+00,IR,Irajá,O3,Regular,70,5
63222,2018/03/20 03:00:00+00,BG,Bangu,O3,Regular,60,2
63223,2018/03/20 03:00:00+00,CG,Campo Grande,O3,Regular,59,4
63224,2018/03/20 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,60,6
63225,2018/03/20 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63226,2018/03/21 03:00:00+00,CA,Centro,O3,Boa,31,3
63227,2018/03/21 03:00:00+00,AV,Copacabana,MP10,Boa,46,1
63228,2018/03/21 03:00:00+00,SC,São Cristóvão,O3,Boa,41,7
63229,2018/03/21 03:00:00+00,SP,Tijuca,MP10,Boa,44,8
63230,2018/03/21 03:00:00+00,IR,Irajá,O3,Boa,46,5
63231,2018/03/21 03:00:00+00,BG,Bangu,O3,Boa,50,2
63232,2018/03/21 03:00:00+00,CG,Campo Grande,O3,Boa,49,4
63233,2018/03/21 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,38,6
63234,2018/03/21 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63235,2018/03/22 03:00:00+00,CA,Centro,O3,Boa,26,3
63236,2018/03/22 03:00:00+00,AV,Copacabana,MP10,Boa,35,1
63237,2018/03/22 03:00:00+00,SC,São Cristóvão,O3,Boa,37,7
63238,2018/03/22 03:00:00+00,SP,Tijuca,CO[ppm],Boa,35,8
63239,2018/03/22 03:00:00+00,IR,Irajá,O3,Boa,38,5
63240,2018/03/22 03:00:00+00,BG,Bangu,O3,Boa,41,2
63241,2018/03/22 03:00:00+00,CG,Campo Grande,O3,Boa,36,4
63242,2018/03/22 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,36,6
63243,2018/03/22 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63244,2018/03/23 03:00:00+00,CA,Centro,MP10,Boa,28,3
63245,2018/03/23 03:00:00+00,AV,Copacabana,MP10,Boa,40,1
63246,2018/03/23 03:00:00+00,SC,São Cristóvão,,Indisponível,,7
63247,2018/03/23 03:00:00+00,SP,Tijuca,O3,Boa,46,8
63248,2018/03/23 03:00:00+00,IR,Irajá,O3,Regular,62,5
63249,2018/03/23 03:00:00+00,BG,Bangu,O3,Regular,95,2
63250,2018/03/23 03:00:00+00,CG,Campo Grande,O3,Regular,79,4
63251,2018/03/23 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,53,6
63252,2018/03/23 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63253,2018/03/24 03:00:00+00,CA,Centro,O3,Boa,30,3
63254,2018/03/24 03:00:00+00,AV,Copacabana,MP10,Boa,45,1
63255,2018/03/24 03:00:00+00,SC,São Cristóvão,O3,Regular,55,7
63256,2018/03/24 03:00:00+00,SP,Tijuca,O3,Boa,45,8
63257,2018/03/24 03:00:00+00,IR,Irajá,O3,Regular,56,5
63258,2018/03/24 03:00:00+00,BG,Bangu,O3,Regular,89,2
63259,2018/03/24 03:00:00+00,CG,Campo Grande,O3,Regular,71,4
63260,2018/03/24 03:00:00+00,PG,Pedra de Guaratiba,O3,Regular,54,6
63261,2018/03/24 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63262,2018/03/25 03:00:00+00,CA,Centro,O3,Regular,55,3
63263,2018/03/25 03:00:00+00,AV,Copacabana,O3,Boa,43,1
63264,2018/03/25 03:00:00+00,SC,São Cristóvão,O3,Regular,52,7
63265,2018/03/25 03:00:00+00,SP,Tijuca,O3,Boa,49,8
63266,2018/03/25 03:00:00+00,IR,Irajá,O3,Regular,56,5
63267,2018/03/25 03:00:00+00,BG,Bangu,O3,Regular,64,2
63268,2018/03/25 03:00:00+00,CG,Campo Grande,O3,Regular,53,4
63269,2018/03/25 03:00:00+00,PG,Pedra de Guaratiba,O3,Boa,39,6
63270,2018/03/25 03:00:00+00,,Unidade Móvel Santa Cruz,,Indisponível,,
63271,2018/03/26 03:00:00+00,CA,Centro,O3,Regular,57,3
63272,2018/03/26 03:00:00+00,AV,Copacabana,O3,Boa,45,1
63273,2018/03/26 03:00:00+00,SC,São Cristóvão,O3,Inadequada,116,7
