data_dia,AQI,Qualidade_do_Ar
2012-03-15,31,N1 - Boa
2012-03-16,26,N1 - Boa
2012-03-17,16,N1 - Boa
2012-03-18,14,N1 - Boa
2012-03-19,20,N1 - Boa
2012-03-20,26,N1 - Boa
2012-03-21,34,N1 - Boa
2012-03-22,30,N1 - Boa
2012-03-23,26,N1 - Boa
2012-03-24,27,N1 - Boa
2012-03-25,56,N2 - Moderada
2012-03-26,71,N2 - Moderada
2012-03-27,35,N1 - Boa
2012-03-28,22,N1 - Boa
2012-03-29,12,N1 - Boa
2012-03-30,22,N1 - Boa
2012-03-31,15,N1 - Boa
2012-04-01,22,N1 - Boa
2012-04-02,31,N1 - Boa
2012-04-03,44,N2 - Moderada
2012-04-04,38,N1 - Boa
2012-04-05,26,N1 - Boa
2012-04-06,24,N1 - Boa
2012-04-07,22,N1 - Boa
2012-04-08,36,N1 - Boa
2012-04-09,27,N1 - Boa
2012-04-10,24,N1 - Boa
2012-04-11,29,N1 - Boa
2012-04-12,26,N1 - Boa
2012-04-13,22,N1 - Boa
2012-04-14,39,N1 - Boa
2012-04-15,45,N2 - Moderada
2012-04-16,23,N1 - Boa
2012-04-17,25,N1 - Boa
2012-04-18,40,N1 - Boa
2012-04-19,39,N1 - Boa
2012-04-20,64,N2 - Moderada
2012-04-21,44,N2 - Moderada
2012-04-22,26,N1 - Boa
2012-04-23,22,N1 - Boa
2012-04-24,33,N1 - Boa
2012-04-25,67,N2 - Moderada
2012-04-26,41,N2 - Moderada
2012-04-27,23,N1 - Boa
2012-04-28,23,N1 - Boa
2012-04-29,20,N1 - Boa
2012-04-30,15,N1 - Boa
2012-05-01,25,N1 - Boa
2012-05-02,26,N1 - Boa
2012-05-03,23,N1 - Boa
2012-05-04,23,N1 - Boa
2012-05-05,32,N1 - Boa
2012-05-06,35,N1 - Boa
2012-05-07,28,N1 - Boa
2012-05-08,21,N1 - Boa
2012-05-09,29,N1 - Boa
2012-05-10,46,N2 - Moderada
2012-05-11,33,N1 - Boa
2012-05-12,45,N2 - Moderada
2012-05-13,20,N1 - Boa
2012-05-14,17,N1 - Boa
2012-05-15,15,N1 - Boa
2012-05-16,19,N1 - Boa
2012-05-17,22,N1 - Boa
2012-05-18,23,N1 - Boa
2012-05-19,25,N1 - Boa
2012-05-20,31,N1 - Boa
2012-05-21,26,N1 - Boa
2012-05-22,25,N1 - Boa
2012-05-23,33,N1 - Boa
2012-05-24,37,N1 - Boa
2012-05-25,43,N2 - Moderada
2012-05-26,27,N1 - Boa
2012-05-27,31,N1 - Boa
2012-05-28,21,N1 - Boa
2012-05-29,32,N1 - Boa
2012-05-30,51,N2 - Moderada
2012-05-31,43,N2 - Moderada
2012-06-01,37,N1 - Boa
2012-06-02,24,N1 - Boa
2012-06-03,25,N1 - Boa
2012-06-04,34,N1 - Boa
2012-06-05,32,N1 - Boa
2012-06-06,24,N1 - Boa
2012-06-07,16,N1 - Boa
2012-06-08,16,N1 - Boa
2012-06-09,10,N1 - Boa
2012-06-10,13,N1 - Boa
2012-06-11,17,N1 - Boa
2012-06-12,20,N1 - Boa
2012-06-13,39,N1 - Boa
2012-06-14,29,N1 - Boa
2012-06-15,44,N2 - Moderada
2012-06-16,33,N1 - Boa
2012-06-17,31,N1 - Boa
2012-06-18,47,N2 - Moderada
2012-06-19,42,N2 - Moderada
2012-06-20,52,N2 - Moderada
2012-06-21,19,N1 - Boa
2012-06-22,13,N1 - Boa
2012-06-23,21,N1 - Boa
2012-06-24,36,N1 - Boa
2012-06-25,20,N1 - Boa
2012-06-26,24,N1 - Boa
2012-06-27,31,N1 - Boa
2012-06-28,31,N1 - Boa
2012-06-29,38,N1 - Boa
2012-06-30,46,N2 - Moderada
2012-07-01,60,N2 - Moderada
2012-07-02,45,N2 - Moderada
2012-07-03,39,N1 - Boa
2012-07-04,34,N1 - Boa
2012-07-05,37,N1 - Boa
2012-07-06,36,N1 - Boa
2012-07-07,42,N2 - Moderada
2012-07-08,28,N1 - Boa
2012-07-09,16,N1 - Boa
2012-07-10,26,N1 - Boa
2012-07-11,33,N1 - Boa
2012-07-12,39,N1 - Boa
2012-07-13,25,N1 - Boa
2012-07-14,33,N1 - Boa
2012-07-15,44,N2 - Moderada
2012-07-16,27,N1 - Boa
2012-07-17,20,N1 - Boa
2012-07-18,22,N1 - Boa
2012-07-19,23,N1 - Boa
2012-07-20,27,N1 - Boa
2012-07-21,53,N2 - Moderada
2012-07-22,59,N2 - Moderada
2012-07-23,55,N2 - Moderada
2012-07-24,70,N2 - Moderada
2012-07-25,46,N2 - Moderada
2012-07-26,44,N2 - Moderada
2012-07-27,58,N2 - Moderada
2012-07-28,63,N2 - Moderada
2012-07-29,46,N2 - Moderada
2012-07-30,38,N1 - Boa
2012-07-31,34,N1 - Boa
2012-08-01,30,N1 - Boa
2012-08-02,29,N1 - Boa
2012-08-03,30,N1 - Boa
2012-08-04,34,N1 - Boa
2012-08-05,37,N1 - Boa
2012-08-06,21,N1 - Boa
2012-08-07,28,N1 - Boa
2012-08-08,24,N1 - Boa
2012-08-09,29,N1 - Boa
2012-08-10,26,N1 - Boa
2012-08-11,37,N1 - Boa
2012-08-12,33,N1 - Boa
2012-08-13,33,N1 - Boa
2012-08-14,31,N1 - Boa
2012-08-15,23,N1 - Boa
2012-08-16,29,N1 - Boa
2012-08-17,27,N1 - Boa
2012-08-18,30,N1 - Boa
2012-08-19,34,N1 - Boa
2012-08-20,31,N1 - Boa
2012-08-21,36,N1 - Boa
2012-08-22,43,N2 - Moderada
2012-08-23,31,N1 - Boa
2012-08-24,31,N1 - Boa
2012-08-25,65,N2 - Moderada
2012-08-26,36,N1 - Boa
2012-08-27,33,N1 - Boa
2012-08-28,23,N1 - Boa
2012-08-29,29,N1 - Boa
2012-08-30,28,N1 - Boa
2012-08-31,35,N1 - Boa
2012-09-01,92,N3 - Ruim
2012-09-02,133,N4 - Muito Ruim
2012-09-03,76,N2 - Moderada
2012-09-04,35,N1 - Boa
2012-09-05,51,N2 - Moderada
2012-09-06,52,N2 - Moderada
2012-09-07,129,N4 - Muito Ruim
2012-09-08,84,N3 - Ruim
2012-09-09,92,N3 - Ruim
2012-09-10,109,N3 - Ruim
2012-09-11,66,N2 - Moderada
2012-09-12,46,N2 - Moderada
2012-09-13,35,N1 - Boa
2012-09-14,32,N1 - Boa
2012-09-15,68,N2 - Moderada
2012-09-16,106,N3 - Ruim
2012-09-17,110,N3 - Ruim
2012-09-18,64,N2 - Moderada
2012-09-19,79,N2 - Moderada
2012-09-20,66,N2 - Moderada
2012-09-21,55,N2 - Moderada
2012-09-22,30,N1 - Boa
2012-09-23,31,N1 - Boa
2012-09-24,31,N1 - Boa
2012-09-25,37,N1 - Boa
2012-09-26,35,N1 - Boa
2012-09-27,25,N1 - Boa
2012-09-28,30,N1 - Boa
2012-09-29,31,N1 - Boa
2012-09-30,51,N2 - Moderada
2012-10-01,79,N2 - Moderada
2012-10-02,65,N2 - Moderada
2012-10-03,68,N2 - Moderada
2012-10-04,70,N2 - Moderada
2012-10-05,106,N3 - Ruim
2012-10-06,59,N2 - Moderada
2012-10-07,84,N3 - Ruim
2012-10-08,61,N2 - Moderada
2012-10-09,34,N1 - Boa
2012-10-10,78,N2 - Moderada
2012-10-11,52,N2 - Moderada
2012-10-12,36,N1 - Boa
2012-10-13,29,N1 - Boa
2012-10-14,29,N1 - Boa
2012-10-15,38,N1 - Boa
2012-10-16,51,N2 - Moderada
2012-10-17,37,N1 - Boa
2012-10-18,64,N2 - Moderada
2012-10-19,40,N1 - Boa
2012-10-20,84,N3 - Ruim
2012-10-21,122,N4 - Muito Ruim
2012-10-22,100,N3 - Ruim
2012-10-23,,
2012-10-24,37,N1 - Boa
2012-10-25,46,N2 - Moderada
2012-10-26,59,N2 - Moderada
2012-10-27,170,N4 - Muito Ruim
2012-10-28,61,N2 - Moderada
2012-10-29,135,N4 - Muito Ruim
2012-10-30,57,N2 - Moderada
2012-10-31,50,N2 - Moderada
2012-11-01,32,N1 - Boa
2012-11-02,22,N1 - Boa
2012-11-03,26,N1 - Boa
2012-11-04,29,N1 - Boa
2012-11-05,35,N1 - Boa
2012-11-06,69,N2 - Moderada
2012-11-07,37,N1 - Boa
2012-11-08,33,N1 - Boa
2012-11-09,23,N1 - Boa
2012-11-10,8,N1 - Boa
2012-11-11,21,N1 - Boa
2012-11-12,30,N1 - Boa
2012-11-13,20,N1 - Boa
2012-11-14,20,N1 - Boa
2012-11-15,24,N1 - Boa
2012-11-16,19,N1 - Boa
2012-11-17,22,N1 - Boa
2012-11-18,33,N1 - Boa
2012-11-19,63,N2 - Moderada
2012-11-20,43,N2 - Moderada
2012-11-21,39,N1 - Boa
2012-11-22,28,N1 - Boa
2012-11-23,153,N4 - Muito Ruim
2012-11-24,82,N3 - Ruim
2012-11-25,56,N2 - Moderada
2012-11-26,21,N1 - Boa
2012-11-27,22,N1 - Boa
2012-11-28,62,N2 - Moderada
2012-11-29,82,N3 - Ruim
2012-11-30,38,N1 - Boa
2012-12-01,67,N2 - Moderada
2012-12-02,35,N1 - Boa
2012-12-03,50,N2 - Moderada
2012-12-04,102,N3 - Ruim
2012-12-05,118,N3 - Ruim
2012-12-06,57,N2 - Moderada
2012-12-07,102,N3 - Ruim
2012-12-08,129,N4 - Muito Ruim
2012-12-09,97,N3 - Ruim
2012-12-10,62,N2 - Moderada
2012-12-11,37,N1 - Boa
2012-12-12,76,N2 - Moderada
2012-12-13,86,N3 - Ruim
2012-12-14,33,N1 - Boa
2012-12-15,34,N1 - Boa
2012-12-16,40,N1 - Boa
2012-12-17,35,N1 - Boa
2012-12-18,41,N2 - Moderada
2012-12-19,140,N4 - Muito Ruim
2012-12-20,140,N4 - Muito Ruim
2012-12-21,205,N5 - Péssima
2012-12-22,103,N3 - Ruim
2012-12-23,39,N1 - Boa
2012-12-24,204,N5 - Péssima
2012-12-25,116,N3 - Ruim
2012-12-26,89,N3 - Ruim
2012-12-27,93,N3 - Ruim
2012-12-28,58,N2 - Moderada
2012-12-29,35,N1 - Boa
2012-12-30,101,N3 - Ruim
2012-12-31,93,N3 - Ruim
2013-01-01,42,N2 - Moderada
2013-01-02,31,N1 - Boa
2013-01-03,24,N1 - Boa
2013-01-04,13,N1 - Boa
2013-01-05,104,N3 - Ruim
2013-01-06,110,N3 - Ruim
2013-01-07,62,N2 - Moderada
2013-01-08,39,N1 - Boa
2013-01-09,33,N1 - Boa
2013-01-10,27,N1 - Boa
2013-01-11,22,N1 - Boa
2013-01-12,31,N1 - Boa
2013-01-13,30,N1 - Boa
2013-01-14,64,N2 - Moderada
2013-01-15,36,N1 - Boa
2013-01-16,30,N1 - Boa
2013-01-17,23,N1 - Boa
2013-01-18,37,N1 - Boa
2013-01-19,33,N1 - Boa
2013-01-20,22,N1 - Boa
2013-01-21,12,N1 - Boa
2013-01-22,12,N1 - Boa
2013-01-23,30,N1 - Boa
2013-01-24,55,N2 - Moderada
2013-01-25,34,N1 - Boa
2013-01-26,34,N1 - Boa
2013-01-27,21,N1 - Boa
2013-01-28,28,N1 - Boa
2013-01-29,11,N1 - Boa
2013-01-30,24,N1 - Boa
2013-01-31,26,N1 - Boa
2013-02-01,50,N2 - Moderada
2013-02-02,76,N2 - Moderada
2013-02-03,37,N1 - Boa
2013-02-04,26,N1 - Boa
2013-02-05,17,N1 - Boa
2013-02-06,21,N1 - Boa
2013-02-07,22,N1 - Boa
2013-02-08,147,N4 - Muito Ruim
2013-02-09,125,N4 - Muito Ruim
2013-02-10,140,N4 - Muito Ruim
2013-02-11,122,N4 - Muito Ruim
2013-02-12,122,N4 - Muito Ruim
2013-02-13,92,N3 - Ruim
2013-02-14,193,N4 - Muito Ruim
2013-02-15,181,N4 - Muito Ruim
2013-02-16,137,N4 - Muito Ruim
2013-02-17,112,N3 - Ruim
2013-02-18,107,N3 - Ruim
2013-02-19,90,N3 - Ruim
2013-02-20,119,N3 - Ruim
2013-02-21,66,N2 - Moderada
2013-02-22,55,N2 - Moderada
2013-02-23,39,N1 - Boa
2013-02-24,70,N2 - Moderada
2013-02-25,40,N1 - Boa
2013-02-26,37,N1 - Boa
2013-02-27,26,N1 - Boa
2013-02-28,19,N1 - Boa
2013-03-01,17,N1 - Boa
2013-03-02,16,N1 - Boa
2013-03-03,50,N2 - Moderada
2013-03-04,35,N1 - Boa
2013-03-05,62,N2 - Moderada
2013-03-06,49,N2 - Moderada
2013-03-07,83,N3 - Ruim
2013-03-08,90,N3 - Ruim
2013-03-09,134,N4 - Muito Ruim
2013-03-10,68,N2 - Moderada
2013-03-11,30,N1 - Boa
2013-03-12,90,N3 - Ruim
2013-03-13,43,N2 - Moderada
2013-03-14,23,N1 - Boa
2013-03-15,21,N1 - Boa
2013-03-16,25,N1 - Boa
2013-03-17,16,N1 - Boa
2013-03-18,11,N1 - Boa
2013-03-19,14,N1 - Boa
2013-03-20,15,N1 - Boa
2013-03-21,29,N1 - Boa
2013-03-22,29,N1 - Boa
2013-03-23,31,N1 - Boa
2013-03-24,22,N1 - Boa
2013-03-25,21,N1 - Boa
2013-03-26,19,N1 - Boa
2013-03-27,18,N1 - Boa
2013-03-28,27,N1 - Boa
2013-03-29,26,N1 - Boa
2013-03-30,19,N1 - Boa
2013-03-31,57,N2 - Moderada
2013-04-01,33,N1 - Boa
2013-04-02,51,N2 - Moderada
2013-04-03,49,N2 - Moderada
2013-04-04,24,N1 - Boa
2013-04-05,15,N1 - Boa
2013-04-06,29,N1 - Boa
2013-04-07,35,N1 - Boa
2013-04-08,35,N1 - Boa
2013-04-09,24,N1 - Boa
2013-04-10,20,N1 - Boa
2013-04-11,29,N1 - Boa
2013-04-12,32,N1 - Boa
2013-04-13,26,N1 - Boa
2013-04-14,20,N1 - Boa
2013-04-15,23,N1 - Boa
2013-04-16,35,N1 - Boa
2013-04-17,31,N1 - Boa
2013-04-18,24,N1 - Boa
2013-04-19,26,N1 - Boa
2013-04-20,22,N1 - Boa
2013-04-21,22,N1 - Boa
2013-04-22,22,N1 - Boa
2013-04-23,28,N1 - Boa
2013-04-24,32,N1 - Boa
2013-04-25,34,N1 - Boa
2013-04-26,29,N1 - Boa
2013-04-27,42,N2 - Moderada
2013-04-28,86,N3 - Ruim
2013-04-29,42,N2 - Moderada
2013-04-30,72,N2 - Moderada
2013-05-01,58,N2 - Moderada
2013-05-02,60,N2 - Moderada
2013-05-03,61,N2 - Moderada
2013-05-04,46,N2 - Moderada
2013-05-05,84,N3 - Ruim
2013-05-06,45,N2 - Moderada
2013-05-07,27,N1 - Boa
2013-05-08,29,N1 - Boa
2013-05-09,32,N1 - Boa
2013-05-10,32,N1 - Boa
2013-05-11,40,N1 - Boa
2013-05-12,29,N1 - Boa
2013-05-13,34,N1 - Boa
2013-05-14,47,N2 - Moderada
2013-05-15,48,N2 - Moderada
2013-05-16,37,N1 - Boa
2013-05-17,32,N1 - Boa
2013-05-18,16,N1 - Boa
2013-05-19,25,N1 - Boa
2013-05-20,28,N1 - Boa
2013-05-21,29,N1 - Boa
2013-05-22,22,N1 - Boa
2013-05-23,20,N1 - Boa
2013-05-24,17,N1 - Boa
2013-05-25,21,N1 - Boa
2013-05-26,26,N1 - Boa
2013-05-27,24,N1 - Boa
2013-05-28,24,N1 - Boa
2013-05-29,19,N1 - Boa
2013-05-30,21,N1 - Boa
2013-05-31,21,N1 - Boa
2013-06-01,29,N1 - Boa
2013-06-02,33,N1 - Boa
2013-06-03,19,N1 - Boa
2013-06-04,16,N1 - Boa
2013-06-05,34,N1 - Boa
2013-06-06,37,N1 - Boa
2013-06-07,45,N2 - Moderada
2013-06-08,41,N2 - Moderada
2013-06-09,34,N1 - Boa
2013-06-10,34,N1 - Boa
2013-06-11,52,N2 - Moderada
2013-06-12,50,N2 - Moderada
2013-06-13,35,N1 - Boa
2013-06-14,42,N2 - Moderada
2013-06-15,29,N1 - Boa
2013-06-16,35,N1 - Boa
2013-06-17,23,N1 - Boa
2013-06-18,27,N1 - Boa
2013-06-19,38,N1 - Boa
2013-06-20,34,N1 - Boa
2013-06-21,39,N1 - Boa
2013-06-22,25,N1 - Boa
2013-06-23,19,N1 - Boa
2013-06-24,22,N1 - Boa
2013-06-25,24,N1 - Boa
2013-06-26,32,N1 - Boa
2013-06-27,35,N1 - Boa
2013-06-28,31,N1 - Boa
2013-06-29,27,N1 - Boa
2013-06-30,34,N1 - Boa
2013-07-01,26,N1 - Boa
2013-07-02,19,N1 - Boa
2013-07-03,18,N1 - Boa
2013-07-04,24,N1 - Boa
2013-07-05,27,N1 - Boa
2013-07-06,35,N1 - Boa
2013-07-07,34,N1 - Boa
2013-07-08,31,N1 - Boa
2013-07-09,27,N1 - Boa
2013-07-10,19,N1 - Boa
2013-07-11,22,N1 - Boa
2013-07-12,27,N1 - Boa
2013-07-13,33,N1 - Boa
2013-07-14,34,N1 - Boa
2013-07-15,38,N1 - Boa
2013-07-16,36,N1 - Boa
2013-07-17,31,N1 - Boa
2013-07-18,35,N1 - Boa
2013-07-19,42,N2 - Moderada
2013-07-20,62,N2 - Moderada
2013-07-21,39,N1 - Boa
2013-07-22,31,N1 - Boa
2013-07-23,24,N1 - Boa
2013-07-24,21,N1 - Boa
2013-07-25,19,N1 - Boa
2013-07-26,30,N1 - Boa
2013-07-27,29,N1 - Boa
2013-07-28,29,N1 - Boa
2013-07-29,30,N1 - Boa
2013-07-30,55,N2 - Moderada
2013-07-31,53,N2 - Moderada
2013-08-01,53,N2 - Moderada
2013-08-02,91,N3 - Ruim
2013-08-03,92,N3 - Ruim
2013-08-04,74,N2 - Moderada
2013-08-05,50,N2 - Moderada
2013-08-06,51,N2 - Moderada
2013-08-07,67,N2 - Moderada
2013-08-08,38,N1 - Boa
2013-08-09,39,N1 - Boa
2013-08-10,44,N2 - Moderada
2013-08-11,36,N1 - Boa
2013-08-12,38,N1 - Boa
2013-08-13,87,N3 - Ruim
2013-08-14,39,N1 - Boa
2013-08-15,31,N1 - Boa
2013-08-16,33,N1 - Boa
2013-08-17,31,N1 - Boa
2013-08-18,31,N1 - Boa
2013-08-19,30,N1 - Boa
2013-08-20,31,N1 - Boa
2013-08-21,36,N1 - Boa
2013-08-22,25,N1 - Boa
2013-08-23,39,N1 - Boa
2013-08-24,59,N2 - Moderada
2013-08-25,72,N2 - Moderada
2013-08-26,40,N1 - Boa
2013-08-27,24,N1 - Boa
2013-08-28,35,N1 - Boa
2013-08-29,34,N1 - Boa
2013-08-30,25,N1 - Boa
2013-08-31,38,N1 - Boa
2013-09-01,36,N1 - Boa
2013-09-02,37,N1 - Boa
2013-09-03,50,N2 - Moderada
2013-09-04,28,N1 - Boa
2013-09-05,21,N1 - Boa
2013-09-06,23,N1 - Boa
2013-09-07,28,N1 - Boa
2013-09-08,49,N2 - Moderada
2013-09-09,35,N1 - Boa
2013-09-10,39,N1 - Boa
2013-09-11,33,N1 - Boa
2013-09-12,27,N1 - Boa
2013-09-13,56,N2 - Moderada
2013-09-14,42,N2 - Moderada
2013-09-15,95,N3 - Ruim
2013-09-16,40,N1 - Boa
2013-09-17,38,N1 - Boa
2013-09-18,26,N1 - Boa
2013-09-19,22,N1 - Boa
2013-09-20,65,N2 - Moderada
2013-09-21,34,N1 - Boa
2013-09-22,35,N1 - Boa
2013-09-23,39,N1 - Boa
2013-09-24,35,N1 - Boa
2013-09-25,28,N1 - Boa
2013-09-26,26,N1 - Boa
2013-09-27,26,N1 - Boa
2013-09-28,38,N1 - Boa
2013-09-29,25,N1 - Boa
2013-09-30,32,N1 - Boa
2013-10-01,76,N2 - Moderada
2013-10-02,73,N2 - Moderada
2013-10-03,30,N1 - Boa
2013-10-04,23,N1 - Boa
2013-10-05,31,N1 - Boa
2013-10-06,31,N1 - Boa
2013-10-07,24,N1 - Boa
2013-10-08,25,N1 - Boa
2013-10-09,31,N1 - Boa
2013-10-10,33,N1 - Boa
2013-10-11,33,N1 - Boa
2013-10-12,35,N1 - Boa
2013-10-13,32,N1 - Boa
2013-10-14,36,N1 - Boa
2013-10-15,39,N1 - Boa
2013-10-16,27,N1 - Boa
2013-10-17,24,N1 - Boa
2013-10-18,31,N1 - Boa
2013-10-19,33,N1 - Boa
2013-10-20,103,N3 - Ruim
2013-10-21,71,N2 - Moderada
2013-10-22,39,N1 - Boa
2013-10-23,100,N3 - Ruim
2013-10-24,55,N2 - Moderada
2013-10-25,45,N2 - Moderada
2013-10-26,30,N1 - Boa
2013-10-27,37,N1 - Boa
2013-10-28,29,N1 - Boa
2013-10-29,24,N1 - Boa
2013-10-30,28,N1 - Boa
2013-10-31,23,N1 - Boa
2013-11-01,24,N1 - Boa
2013-11-02,46,N2 - Moderada
2013-11-03,113,N3 - Ruim
2013-11-04,47,N2 - Moderada
2013-11-05,31,N1 - Boa
2013-11-06,21,N1 - Boa
2013-11-07,12,N1 - Boa
2013-11-08,27,N1 - Boa
2013-11-09,69,N2 - Moderada
2013-11-10,70,N2 - Moderada
2013-11-11,63,N2 - Moderada
2013-11-12,37,N1 - Boa
2013-11-13,2,N1 - Boa
2013-11-14,31,N1 - Boa
2013-11-15,43,N2 - Moderada
2013-11-16,31,N1 - Boa
2013-11-17,42,N2 - Moderada
2013-11-18,42,N2 - Moderada
2013-11-19,97,N3 - Ruim
2013-11-20,87,N3 - Ruim
2013-11-21,133,N4 - Muito Ruim
2013-11-22,99,N3 - Ruim
2013-11-23,20,N1 - Boa
2013-11-24,18,N1 - Boa
2013-11-25,12,N1 - Boa
2013-11-26,11,N1 - Boa
2013-11-27,28,N1 - Boa
2013-11-28,30,N1 - Boa
2013-11-29,68,N2 - Moderada
2013-11-30,35,N1 - Boa
2013-12-01,16,N1 - Boa
2013-12-02,36,N1 - Boa
2013-12-03,35,N1 - Boa
2013-12-04,108,N3 - Ruim
2013-12-05,83,N3 - Ruim
2013-12-06,61,N2 - Moderada
2013-12-07,38,N1 - Boa
2013-12-08,43,N2 - Moderada
2013-12-09,62,N2 - Moderada
2013-12-10,37,N1 - Boa
2013-12-11,25,N1 - Boa
2013-12-12,14,N1 - Boa
2013-12-13,14,N1 - Boa
2013-12-14,26,N1 - Boa
2013-12-15,31,N1 - Boa
2013-12-16,25,N1 - Boa
2013-12-17,15,N1 - Boa
2013-12-18,19,N1 - Boa
2013-12-19,17,N1 - Boa
2013-12-20,18,N1 - Boa
2013-12-21,18,N1 - Boa
2013-12-22,15,N1 - Boa
2013-12-23,21,N1 - Boa
2013-12-24,19,N1 - Boa
2013-12-25,19,N1 - Boa
2013-12-26,30,N1 - Boa
2013-12-27,44,N2 - Moderada
2013-12-28,35,N1 - Boa
2013-12-29,51,N2 - Moderada
2013-12-30,35,N1 - Boa
2013-12-31,31,N1 - Boa
2014-01-01,32,N1 - Boa
2014-01-02,165,N4 - Muito Ruim
2014-01-03,104,N3 - Ruim
2014-01-04,39,N1 - Boa
2014-01-05,68,N2 - Moderada
2014-01-06,101,N3 - Ruim
2014-01-07,117,N3 - Ruim
2014-01-08,65,N2 - Moderada
2014-01-09,114,N3 - Ruim
2014-01-10,144,N4 - Muito Ruim
2014-01-11,71,N2 - Moderada
2014-01-12,75,N2 - Moderada
2014-01-13,129,N4 - Muito Ruim
2014-01-14,193,N4 - Muito Ruim
2014-01-15,111,N3 - Ruim
2014-01-16,84,N3 - Ruim
2014-01-17,54,N2 - Moderada
2014-01-18,36,N1 - Boa
2014-01-19,33,N1 - Boa
2014-01-20,108,N3 - Ruim
2014-01-21,104,N3 - Ruim
2014-01-22,71,N2 - Moderada
2014-01-23,138,N4 - Muito Ruim
2014-01-24,114,N3 - Ruim
2014-01-25,113,N3 - Ruim
2014-01-26,85,N3 - Ruim
2014-01-27,120,N3 - Ruim
2014-01-28,128,N4 - Muito Ruim
2014-01-29,150,N4 - Muito Ruim
2014-01-30,159,N4 - Muito Ruim
2014-01-31,102,N3 - Ruim
2014-02-01,145,N4 - Muito Ruim
2014-02-02,142,N4 - Muito Ruim
2014-02-03,120,N3 - Ruim
2014-02-04,110,N3 - Ruim
2014-02-05,96,N3 - Ruim
2014-02-06,58,N2 - Moderada
2014-02-07,111,N3 - Ruim
2014-02-08,109,N3 - Ruim
2014-02-09,97,N3 - Ruim
2014-02-10,156,N4 - Muito Ruim
2014-02-11,158,N4 - Muito Ruim
2014-02-12,91,N3 - Ruim
2014-02-13,100,N3 - Ruim
2014-02-14,76,N2 - Moderada
2014-02-15,38,N1 - Boa
2014-02-16,33,N1 - Boa
2014-02-17,32,N1 - Boa
2014-02-18,22,N1 - Boa
2014-02-19,20,N1 - Boa
2014-02-20,47,N2 - Moderada
2014-02-21,114,N3 - Ruim
2014-02-22,66,N2 - Moderada
2014-02-23,37,N1 - Boa
2014-02-24,30,N1 - Boa
2014-02-25,202,N5 - Péssima
2014-02-26,161,N4 - Muito Ruim
2014-02-27,102,N3 - Ruim
2014-02-28,63,N2 - Moderada
2014-03-01,50,N2 - Moderada
2014-03-02,35,N1 - Boa
2014-03-03,61,N2 - Moderada
2014-03-04,56,N2 - Moderada
2014-03-05,31,N1 - Boa
2014-03-06,26,N1 - Boa
2014-03-07,33,N1 - Boa
2014-03-08,24,N1 - Boa
2014-03-09,48,N2 - Moderada
