data_dia,AQI,Qualidade_do_Ar
2014-02-03,32,N1 - Boa
2014-02-04,46,N2 - Moderada
2014-02-05,49,N2 - Moderada
2014-02-06,35,N1 - Boa
2014-02-07,46,N2 - Moderada
2014-02-08,63,N2 - Moderada
2014-02-09,55,N2 - Moderada
2014-02-10,55,N2 - Moderada
2014-02-11,53,N2 - Moderada
2014-02-12,57,N2 - Moderada
2014-02-13,50,N2 - Moderada
2014-02-14,53,N2 - Moderada
2014-02-15,23,N1 - Boa
2014-02-16,24,N1 - Boa
2014-02-17,25,N1 - Boa
2014-02-18,17,N1 - Boa
2014-02-19,19,N1 - Boa
2014-02-20,31,N1 - Boa
2014-02-21,37,N1 - Boa
2014-02-22,34,N1 - Boa
2014-02-23,26,N1 - Boa
2014-02-24,39,N1 - Boa
2014-02-25,38,N1 - Boa
2014-02-26,38,N1 - Boa
2014-02-27,40,N1 - Boa
2014-02-28,35,N1 - Boa
2014-03-01,30,N1 - Boa
2014-03-02,28,N1 - Boa
2014-03-03,27,N1 - Boa
2014-03-04,26,N1 - Boa
2014-03-05,24,N1 - Boa
2014-03-06,28,N1 - Boa
2014-03-07,24,N1 - Boa
2014-03-08,19,N1 - Boa
2014-03-09,23,N1 - Boa
2014-03-10,32,N1 - Boa
2014-03-11,35,N1 - Boa
2014-03-12,32,N1 - Boa
2014-03-13,82,N3 - Ruim
2014-03-14,111,N3 - Ruim
2014-03-15,,
2014-03-16,,
2014-03-17,,
2014-03-18,,
2014-03-19,,
