data_dia,ano,mes,dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,AQI,Qualidade_do_Ar,num_internacoes
2012-01-25,2012,1,25,-0.0,32.414,53.373,0.1868335603000641,2.0824372281216426,4.636650513160005,3.17067957800099,2.6867059849328614,6.680606247988244,3.400626274525459,2.4470635458688017,2.001052492761799,1.0,481
2012-01-26,2012,1,26,0.7154295216922739,29.651,69.424,0.2233090766044169,1.691972166036761,4.716774724696547,3.0356778449971213,3.2519398169432057,8.163510922792648,4.312688492958013,3.661608881520988,2.2201120660173275,3.0,377
2012-01-27,2012,1,27,0.8617273293534489,22.986,90.693,0.1753284542707821,1.7676083280575858,4.335422996847734,2.948682934535811,1.5129828808526846,7.118341759918613,3.2771941882598,1.9850711382855943,2.016266443755445,1.0,351
2012-01-28,2012,1,28,0.8710137241594422,21.852,91.852,0.1629093650805777,1.9659514685420387,4.731560282768312,3.1344399444578075,1.5983457914118402,6.862922458882547,2.733838842899221,2.609165975859288,1.8612473211046316,1.0,221
2012-01-29,2012,1,29,0.8692284446766319,22.205,91.0,0.1815717977688589,1.7115617611281266,4.2510528231182665,2.9044120488785725,2.0110536604394618,5.227648993424229,2.822999821323515,2.213868039467221,1.8459026334354465,1.0,429
2012-01-30,2012,1,30,0.0243574091081909,24.186,82.208,0.2044224886852345,2.217442413131697,4.77223022522578,3.2850561612222946,2.2433319509858154,5.404587057681455,3.243515740704754,3.1764958270042256,1.9367868827255603,1.0,299
2012-01-31,2012,1,31,0.7766568015530265,24.814,85.524,0.1924502108862891,2.1172797444776936,5.154622366473237,3.306338055003648,1.995525131230222,6.128866333756507,3.205786984018891,3.685902438240821,1.9367868827255603,1.0,338
2012-02-01,2012,2,1,0.769940849991936,28.278,70.807,0.1927532585752377,2.2106828534571745,4.972661322636989,3.320296314946409,2.7056707267598976,6.898620302404904,3.273164826314987,2.846597639260517,1.9846064251148208,1.0,260
2012-02-02,2012,2,2,-0.0,29.846,64.813,0.1705926123359532,2.03134139226302,4.687047014891394,3.155394771355713,2.88982080503736,7.359923281737074,3.337061923920426,2.2811951221952507,2.0371020947307383,1.0,416
2012-02-03,2012,2,3,-0.0,30.134,60.948,0.1629093650805777,2.01496991518906,4.55297565812495,3.0661614585303654,2.75027111473218,7.088749231748048,3.2758016123566387,1.8878572972747856,1.9929941237072204,1.0,481
2012-02-04,2012,2,4,-0.0,30.19,58.676,0.1525728737401801,1.9037025503319325,4.257183849403506,2.985611304131192,2.7530174645762355,7.574485341937277,3.148822487813036,1.949165377103232,2.030400055305951,1.0,351
2012-02-05,2012,2,5,-0.0,30.862,58.944,0.1534315301945328,1.4648874014012188,4.081855839580296,2.778046604632337,2.492407501565725,8.32800728631092,3.1745904451860687,1.6763350721307544,2.023459862346676,1.0,286
2012-02-06,2012,2,6,-0.0,31.954,56.718,0.1842354141760789,2.013309900085016,4.982803993749399,3.2174331614070413,3.3864463609113167,8.417818117018301,3.477945371186271,2.474984844684168,2.0730153288077924,2.0,624
2012-02-07,2012,2,7,0.0474930014812321,31.766,59.164,0.2211472816374549,2.0338073398791408,5.460380122883832,3.342148502761062,3.90645325696146,10.970692151041067,3.793559060745084,4.718717545142694,2.2586847093498723,3.0,468
2012-02-08,2012,2,8,-0.0,30.256,61.488,0.2270513828259962,1.902798428809,5.478747030944129,3.304840491204504,2.788442787708048,11.084287007440649,3.8974604767727343,5.539295815017378,2.228719224971394,3.0,637
2012-02-09,2012,2,9,-0.0,30.728,61.009,0.2186978879124105,2.0377426025259524,5.581416264556128,3.3730375690051835,3.2489305846236376,11.733043068457947,3.886059534528676,5.683084306130023,2.26200833472196,3.0,455
2012-02-10,2012,2,10,0.7116312126595927,29.949,70.995,0.2149956267341929,1.7247898480387671,5.071465014734539,3.147084269313494,3.120505010955154,9.36884011130603,3.79684163025373,4.724121591845035,2.1736495240620184,2.0,351
2012-02-11,2012,2,11,0.859303896475482,28.437,77.49,0.2062760450090965,1.8149551245584088,4.813286278515221,3.0989077200275994,2.838655797771656,8.746742055060823,3.547989981351517,4.646231818958017,2.0371020947307383,1.0,312
2012-02-12,2012,2,12,0.8700830792258808,27.515,81.474,0.1936568817377067,1.2564776023615736,4.55388627037862,2.8993683093540827,2.615381600729516,9.827139166243931,3.141792893008552,3.661608881520988,2.049845903621986,2.0,559
2012-02-13,2012,2,13,0.2552518576077845,28.289,77.751,0.2062760450090965,1.9808017814739205,5.095123006906898,3.231957779638994,2.6473690577614235,7.990647620360732,3.206235949661766,2.7795896543230474,2.0371020947307383,1.0,442
2012-02-14,2012,2,14,0.5857024370598969,29.296,67.931,0.1563924096668555,2.0927103253188912,4.649894049298418,3.180758817999601,2.310807519558495,7.0571071135399634,3.21349805383428,1.7109698174095098,1.9846064251148208,1.0,533
2012-02-15,2012,2,15,-0.0,28.97,66.415,0.1495221678789571,1.9226160703239008,4.347354966581842,3.017530952344718,1.9108637531490849,6.569776831957547,3.150563221444875,1.560716083390255,1.9472399229596813,1.0,481
2012-02-16,2012,2,16,-0.0,28.006,69.614,0.1389783175749162,1.9458187498325263,4.32825531523136,3.024898600710846,1.8915843748725487,6.084484355972552,3.244427414899193,1.7517417156887445,1.9472399229596813,1.0,546
2012-02-17,2012,2,17,-0.0,28.399,69.913,0.1521414011148527,2.0024669970040287,4.359154481057245,3.061977507509042,1.8765042404724432,7.121049929894357,3.3007441169704737,1.9613059641383868,1.9929941237072204,1.0,377
2012-02-18,2012,2,18,-0.0,29.279,63.407,0.1454934150425539,1.5635002468767651,4.167390650612136,2.8322046731317942,2.583697088193488,7.999932287327528,3.242388178536026,1.7040294749355362,2.030400055305951,1.0,312
2012-02-19,2012,2,19,-0.0,30.11,62.071,0.1525728737401801,1.5149246553905455,4.072850019892512,2.788148222536642,2.702870473424633,7.21246495923976,3.256400801264127,1.7040294749355362,2.001052492761799,1.0,351
2012-02-20,2012,2,20,-0.0,30.292,60.926,0.156809829001148,1.5403328908418532,4.210366973692363,2.8395301046757475,2.92164862018955,7.764431289304409,3.4137153385979166,2.182019543150033,2.055912094258126,2.0,325
2012-02-21,2012,2,21,-0.0,29.846,57.847,0.1389783175749162,1.5117363068961354,4.07465447435465,2.788054146523304,2.9246385552406275,6.980083731582051,3.2656221947873103,1.7652389452181518,1.957213383052977,1.0,338
2012-02-22,2012,2,22,0.8133678364353594,31.936,53.786,0.1690953671279111,2.0338564882491963,4.648970281416863,3.147506514596722,3.1098091166770185,8.35466964181888,3.343344467036522,3.1631763601584817,1.9846064251148208,1.0,364
2012-02-23,2012,2,23,0.2552518576077845,30.643,61.003,0.1877913947795157,1.98125561657036,4.669898847642455,3.126454510032725,2.796096365605173,9.505413972696148,3.295769656504586,3.3987264866013787,2.0617891876785683,2.0,559
2012-02-24,2012,2,24,-0.0,29.785,65.379,0.1960266711490375,1.648655796853533,4.799369049323086,3.0513913790630887,2.953078193335141,9.654686777104631,3.523186879702508,4.132703635909503,2.1120426586282863,2.0,585
2012-02-25,2012,2,25,-0.0,29.894,69.348,0.1877913947795157,1.7244667682970636,4.875148053806132,3.0906216238612214,3.2831458468517467,10.394752348990746,3.635788286555781,4.442043767204425,2.2201120660173275,3.0,507
2012-02-26,2012,2,26,-0.0,32.437,54.334,0.187473102051967,1.6541985440050508,4.642874019917799,3.003151884906805,3.507035587142033,8.466612182094606,3.5249275604861783,2.694103473013308,2.107608634469245,2.0,403
2012-02-27,2012,2,27,-0.0,31.402,60.888,0.2011541915071237,1.5917865525533503,4.890372350706851,3.0644649032943017,2.7664757233955504,9.639727893439646,3.586980115249172,3.878848291845801,2.103059215388331,2.0,884
2012-02-28,2012,2,28,0.0243574091081909,30.44,67.686,0.1991930099846079,1.8420156649869743,4.790700192904281,3.110906500084825,2.684589601422454,10.2190850190101,3.668197273700488,4.185804894754523,2.2133032967764867,3.0,663
2012-02-29,2012,2,29,0.0243574091081909,30.945,58.741,0.1930553839549989,2.0827802587984707,5.339175386750695,3.338937551166968,3.5036143995064397,8.560936113417757,3.669255783650138,3.5079204894928435,2.1611010886716557,2.0,429
2012-03-01,2012,3,1,-0.0,32.36,52.438,0.2128372829408606,1.9932774314180377,5.414859226631833,3.316434660641656,3.427593531519737,10.79746929330696,3.808423336164233,4.22491892733735,2.242631292512244,3.0,585
2012-03-02,2012,3,2,-0.0,30.927,56.875,0.2441926374071651,2.013725608811022,5.760510856867539,3.408620943564875,4.275768707274992,10.41194123365639,3.9885991991162624,5.608131595162561,2.2328360693359093,3.0,650
2012-03-03,2012,3,3,-0.0,29.7,69.953,0.1728028031438641,1.1018804066402643,4.124873413074868,2.72518469517261,2.0788223975897053,10.48705189831779,3.378591961106467,3.475975134277141,2.1247007196919947,2.0,351
2012-03-04,2012,3,4,0.8109117300698676,27.219,83.689,0.1731670663810054,1.414371118631318,4.050044306771835,2.7551964879123503,1.5234067662405777,7.264986831579999,2.946784274456044,1.1959122310544672,1.8756706261639453,1.0,312
2012-03-05,2012,3,5,-0.0,28.48,73.09,0.1690953671279111,1.9636709631669609,4.71350997321736,3.129353182348805,2.6327510210747627,8.302616295564635,3.3217432429867224,3.762336035946359,2.0730153288077924,2.0,637
2012-03-06,2012,3,6,-0.0,28.52,70.418,0.1408714279950238,1.9183917917875335,4.465706865835517,3.045529297873416,2.444748182597821,7.189328843845586,3.144394373374599,2.077541525262781,1.96674418422898,1.0,416
2012-03-07,2012,3,7,-0.0,27.779,71.597,0.1370592346754847,1.92360722047626,4.439345372662269,3.04177768814808,2.3201674108308947,7.138625608332095,3.10370689621533,2.2863179459843885,1.9142709017466653,1.0,494
2012-03-08,2012,3,8,-0.0,28.043,69.768,0.1477466177096075,1.990328939130228,4.53318473391614,3.0974442358868206,2.550341575136802,7.879479902167494,3.2546818921394185,2.465868723918368,2.001052492761799,1.0,533
2012-03-09,2012,3,9,-0.0,28.516,66.523,0.1580538667815798,2.0184470390722984,5.09485861608853,3.2469547534386782,2.641149287158905,8.45265592647988,3.401381086036297,3.0602522808198023,2.078382229170303,2.0,572
2012-03-10,2012,3,10,-0.0,28.235,67.565,0.1683394943635958,1.6775635337736792,5.009145597860552,3.118302554739654,2.769431192521542,8.722309391090604,3.366715277333884,3.1294465089447216,2.078382229170303,2.0,351
2012-03-11,2012,3,11,0.0904434750308426,28.958,59.26,0.1648770394788903,1.5845260896992452,4.705325771915853,3.006114849030915,3.36040642651305,8.259144584180998,3.3734670225686063,3.3743530343137427,2.088663678858651,2.0,325
2012-03-12,2012,3,12,0.7819620416756671,28.567,70.69,0.2075768203667028,2.066398980330718,5.3650414999073845,3.332146035542282,3.9890728247224976,9.189914353739391,3.5743197617743143,4.541282523318522,2.151000220043393,2.0,585
2012-03-13,2012,3,13,0.3470584363118599,28.636,70.66,0.2017070380238322,2.090012683956187,5.300763752814055,3.326797160124446,3.5757465532520865,7.884922981518073,3.387575363328293,4.205488694772935,2.055912094258126,2.0,754
2012-03-14,2012,3,14,0.813665941853766,29.952,66.658,0.198053725191642,1.9903012724595783,5.108476816498894,3.2391200892379985,3.7923800775754986,7.529696720250782,3.370224745647856,3.7467146938476015,2.001052492761799,1.0,546
2012-03-15,2012,3,15,0.3369689639867528,29.588,70.206,0.2113669193756344,2.006381902590753,4.864774144610228,3.1858637517151207,2.38650458313827,8.647010796787056,3.3294015638249137,4.046359541655697,2.055912094258126,2.0,559
2012-03-16,2012,3,16,0.8273257292379427,25.537,86.497,0.1954395995604753,1.6357112296500786,4.724809605099434,3.0238223265432533,1.35957414194104,8.398705236259959,3.087510122387646,3.5735070638578628,1.96674418422898,1.0,442
2012-03-17,2012,3,17,0.3157060924772221,26.06,79.902,0.1694714837202236,1.816038230315647,4.497764888237658,3.0124486853808143,2.2370707398961542,5.522256162470874,3.108070552005651,2.783612392562701,1.8756706261639453,1.0,546
2012-03-18,2012,3,18,0.6018696124180561,25.666,74.344,0.1486373649669805,1.6281899639525164,4.10209457660305,2.844993180576061,2.0831033246920176,6.191194623784799,2.8883342363606856,2.0721120843706045,1.8295294343868815,1.0,442
2012-03-19,2012,3,19,0.0243574091081909,26.173,71.038,0.1580538667815798,2.1466710227127304,4.849018843783071,3.275317673010096,2.1400934050522618,6.028443859092979,3.2088408004760627,2.375649161196073,1.9021082236581923,1.0,689
2012-03-20,2012,3,20,-0.0,27.56,68.668,0.1538587258100872,2.1617539685716305,5.161043892177642,3.3491492541809684,2.778955378841323,6.051698967695081,3.417401843735392,3.063788797369801,1.9846064251148208,1.0,676
2012-03-21,2012,3,21,-0.0,28.948,68.524,0.187153825155811,2.239474575107066,5.358564109957473,3.4159577009192588,3.178750363131856,6.956378691539467,3.4597223508039803,3.688600901586505,2.049845903621986,2.0,676
2012-03-22,2012,3,22,0.5055886816348394,30.958,62.837,0.2067986490707324,2.0998856235908328,5.529055863365728,3.383941043911457,3.817581084058672,7.775125447143563,3.63091519709408,3.803468109456889,2.055912094258126,2.0,663
2012-03-23,2012,3,23,0.8674756708875002,27.283,80.847,0.1865123036762553,1.897893758982986,5.274617526904677,3.2494603050096167,2.8255871810257225,9.092801970157137,3.197040360818163,3.467250808874192,1.9846064251148208,1.0,780
2012-03-24,2012,3,24,0.8662197323885708,27.274,83.691,0.1989094702752321,1.7259187079935636,5.011253714112161,3.1301711577095848,2.531856704740329,9.273203909206815,3.1369618260411034,3.677788840810095,2.049845903621986,2.0,455
2012-03-25,2012,3,25,0.6933136120738403,27.762,81.268,0.2025301574153732,1.64050358207395,5.111496375907814,3.1406352293173185,2.609806387345908,9.624837852593265,3.240370878822297,3.896129017406384,2.1247007196919947,2.0,468
2012-03-26,2012,3,26,-0.0,29.228,76.796,0.2025301574153732,2.049626973288209,5.5098196688294765,3.3596308903589915,2.8084270431017746,8.720692125043701,3.3444622170197604,3.81117240269172,2.1120426586282863,2.0,936
2012-03-27,2012,3,27,-0.0,29.9,72.999,0.2280582038429066,2.2182470467356965,5.507481223218899,3.434733575735001,3.3310111928602124,6.916673726385582,3.6285098585883526,4.506663499322023,2.0730153288077924,2.0,832
2012-03-28,2012,3,28,0.857788161766414,26.11,84.347,0.1839060841729521,1.6707871839886606,4.669791227629577,3.0160237441661213,1.86976720827502,8.046647246603134,3.204269942914045,3.844039208790498,1.9472399229596813,1.0,728
2012-03-29,2012,3,29,0.8417010069358959,23.088,86.766,0.1683394943635958,2.0956973016710507,5.027772052650709,3.2668271445017387,1.541319030017423,5.816795426006963,2.7887403429234903,2.182019543150033,1.772859674556099,1.0,832
2012-03-30,2012,3,30,-0.0,26.146,78.619,0.2049559892286248,2.268260940354152,5.35034264366709,3.431824328777702,2.1415812469629683,6.325761096807475,3.3405076776609044,3.528063192704715,1.9367868827255603,1.0,598
2012-03-31,2012,3,31,0.5890671161401572,27.099,77.058,0.1868335603000641,1.8698409934431643,4.787344773694184,3.1108519641136083,1.3133343001334994,6.837785336077614,3.0190274524655383,2.974333714210021,1.8612473211046316,1.0,403
2012-04-01,2012,4,1,-0.0,26.022,77.477,0.2036162959831856,1.9592185235827944,4.589594283548207,3.0961309119286278,1.682433488088788,7.071719908225352,3.140033839020724,3.081220455529829,1.9367868827255603,1.0,454
2012-04-02,2012,4,2,-0.0,27.08,74.795,0.1858667998025611,2.1402338404935377,5.13385884557193,3.312946504511279,2.223349055285333,7.811020870728465,3.1583520984917954,2.465868723918368,1.9929941237072204,1.0,884
2012-04-03,2012,4,3,-0.0,28.108,76.726,0.2008765290168294,1.940424938015699,5.524597822220095,3.3272804973976866,3.1663507641809736,7.952668319380333,3.5681242180031747,4.522136223320541,2.0730153288077924,2.0,715
2012-04-04,2012,4,4,0.5435762319457125,28.954,72.391,0.204689633140556,2.196144990390001,5.549349534707472,3.432131301397769,2.9853717184464177,6.988380534953152,3.559393253068779,3.661608881520988,2.043579807096272,1.0,767
2012-04-05,2012,4,5,0.8587489398220145,28.359,75.557,0.1986250783695119,2.015952004234009,5.1330795966604885,3.255348024709087,2.225068860005786,8.495557348851802,3.244641781845677,3.757098471959216,1.9929941237072204,1.0,494
2012-04-06,2012,4,6,0.0474930014812321,28.468,73.93,0.1963188781392659,1.7418822844636308,4.8335937385438905,3.083331461624423,2.4096081698721585,8.637749869405745,3.3629585141786986,3.617964595165669,2.001052492761799,1.0,663
2012-04-07,2012,4,7,-0.0,27.126,80.31,0.1735301700237387,1.5665854246581208,4.580401898250479,2.963226957496876,2.013893739328046,8.797081508376877,3.155018606400789,2.9888301798283585,1.96674418422898,1.0,481
2012-04-08,2012,4,8,0.0243574091081909,28.25,75.237,0.180214795477904,1.6244152403967302,4.624972263545597,2.9906957098763773,1.9834050993865808,9.502974357836973,3.16045844815337,2.735222402337281,2.067487179272676,2.0,455
2012-04-09,2012,4,9,0.7911207416203139,27.249,82.233,0.2041545529558278,1.6790618990649002,4.993453298148986,3.113857356544324,2.7746513942359026,8.258111838835987,3.461828979543538,3.927888011226567,2.043579807096272,1.0,975
2012-04-10,2012,4,10,0.0474930014812321,26.741,80.19,0.1930553839549989,2.301399677798495,5.230587086484042,3.4308869877529604,2.611019495860348,6.139988538034007,3.2164684619220054,3.2227396350785105,1.957213383052977,1.0,702
2012-04-11,2012,4,11,-0.0,27.867,75.541,0.1605054519413579,2.008099809764345,4.967010916158113,3.2116358117521617,2.1608327312041613,6.978838284071087,3.168567236039493,2.547774819157773,1.957213383052977,1.0,689
2012-04-12,2012,4,12,-0.0,28.774,71.597,0.1720707794103133,1.9971002230558508,4.818205947804693,3.170188107577108,2.1394979878045093,6.714756003311254,3.198740409121966,1.9850711382855943,1.9472399229596813,1.0,910
2012-04-13,2012,4,13,-0.0,28.816,72.184,0.1896806937190503,2.1811910503893097,4.914756334285134,3.2899269634975457,2.5849235356496743,6.978284674111122,3.421765121739016,2.838778144865981,1.9846064251148208,1.0,728
2012-04-14,2012,4,14,0.0694950197152928,29.107,74.196,0.23176051359804,1.9484254600495343,5.369362249682877,3.2901356150670704,3.027731994169621,10.376561918079313,3.722521119730934,5.294965727239032,2.2133032967764867,3.0,455
2012-04-15,2012,4,15,-0.0,29.826,71.513,0.2343685633004156,1.7342649790982232,5.213125538166432,3.1899030337342245,2.48551203681985,8.497779234899017,3.745601795891965,5.850723075570927,2.143900927619862,2.0,546
2012-04-16,2012,4,16,0.8408330942450581,25.011,86.139,0.1977667574949518,2.0052675934485777,4.665697549777646,3.136920893991761,1.434240775905457,6.562533662508501,3.032107223532452,2.823241250949408,1.96674418422898,1.0,806
2012-04-17,2012,4,17,0.6595970098384334,25.122,79.561,0.2149956267341929,2.30026237516878,4.744010283159672,3.342419760270756,2.2969726650285462,5.477605045881801,3.270675503062161,3.4818667590287875,1.925812796761294,1.0,1053
2012-04-18,2012,4,18,-0.0,25.667,72.664,0.1877913947795157,2.2887550648166166,4.994746139172776,3.378482570174342,1.6809555629159336,6.759760956079033,3.281409284039791,3.299800660586325,1.957213383052977,1.0,598
2012-04-19,2012,4,19,0.0118499759206157,26.093,69.782,0.1644860579071014,2.054741655853073,4.900091893493562,3.2170372006042527,1.5037155253630108,7.574611803732981,3.254205259719149,2.511702266582277,1.9758653291666035,1.0,702
2012-04-20,2012,4,20,-0.0,26.501,68.164,0.2191489221125702,2.1092484033987438,5.425198722660409,3.3640898981507394,3.047126268053116,7.999099544049207,3.479097581536561,4.048690454137283,2.08359586737578,2.0,559
2012-04-21,2012,4,21,0.7887776484462626,25.825,80.483,0.2543732515475955,1.9432567879507725,5.549205994635304,3.3343702479824047,2.844172633328077,6.8792503551691215,3.7658428733264295,4.90876051627856,2.1120426586282863,2.0,689
2012-04-22,2012,4,22,0.8345487526057106,23.72,91.988,0.2272538599929728,1.838428481578088,4.701513173471881,3.076498375653105,1.3208975676525836,6.341429861401284,3.1319495191136006,3.4934663956201355,1.9142709017466653,1.0,559
2012-04-23,2012,4,23,0.7248842970147353,23.948,84.041,0.1842354141760789,1.8695380364202323,4.452897320296914,3.0213298034673404,1.6243605829313903,6.6810415352880055,2.9552952831924006,3.2680590892940566,1.8756706261639453,1.0,611
2012-04-24,2012,4,24,0.0904434750308426,24.938,80.333,0.2184714090599828,2.307391320292063,4.977412942829607,3.389287515009236,2.3760722265208893,6.835520910810785,3.41200832361644,4.119253344432942,2.016266443755445,1.0,975
2012-04-25,2012,4,25,0.0904434750308426,26.092,76.954,0.2103723692775401,2.221388883109749,5.308651525066728,3.3958056412729865,2.295029047112961,7.1775287568240325,3.367177898256252,3.3987264866013787,2.016266443755445,1.0,1014
2012-04-26,2012,4,26,0.0474930014812321,28.014,73.989,0.2601851657785551,2.356776522593196,5.388837271054221,3.499423867784809,3.3631119549957096,4.94516510636711,3.744126138708217,4.614828147335475,2.08359586737578,2.0,741
2012-04-27,2012,4,27,0.5677904005029666,27.004,77.199,0.2088586646028536,2.0725180496516904,4.653476566072407,3.169376252752255,1.939458537538386,6.994043848801895,3.090123958985886,3.2030591591535997,1.9142709017466653,1.0,1066
2012-04-28,2012,4,28,0.6348991996238614,25.374,79.252,0.1822439514015043,1.9465342675846755,4.586235946368918,3.089759564983115,1.386360358912525,7.652570583930543,3.127554462017776,2.511702266582277,1.925812796761294,1.0,910
2012-04-29,2012,4,29,0.8130677956770006,24.933,77.678,0.2011541915071237,1.8863016807717472,4.600972096252102,3.0676767812486907,1.4817839432197866,5.453794602147283,3.0599805215822617,2.6521667558434907,1.8756706261639453,1.0,585
2012-04-30,2012,4,30,0.8857792083501034,22.451,93.106,0.2193734819774119,2.1066961782327245,4.736413618413109,3.2072772137049346,0.9041331069204824,3.9708853418546624,2.8469601916207847,2.751604515858625,1.793171287795422,1.0,767
2012-05-01,2012,5,1,0.8733786980292515,20.102,88.668,0.1774490746843799,1.7861609285244806,4.363592876273178,2.9634376767505364,0.8872891729100612,6.761336717987173,2.7163955244310305,2.88819431630296,1.793171287795422,1.0,572
2012-05-02,2012,5,2,-0.0,21.504,72.958,0.2041545529558278,2.324934232581552,4.816450236146827,3.375426415186664,1.3643539755493508,6.5603146522500495,3.1950810247050754,3.2422507580451447,1.925812796761294,1.0,962
2012-05-03,2012,5,3,0.5890671161401572,23.381,79.983,0.1896806937190503,2.058203202728377,4.5922211843225815,3.147416973471078,1.2540119586870615,6.6303430130848,2.950023985475771,1.7585027881444195,1.889264463414099,1.0,949
