data_dia,nome_estacao,codnum,ano,mes,dia,chuva,temp,ur,co,no,no2,nox,so2,o3,pm10,pm2_5,lat,lon,AQI,Qualidade_do_Ar
2012-03-10,ESTAÇÃO CAMPO GRANDE,4,2012,3,10,0.0,28.675,66.252,0.508,15.09,52.249,67.348,7.817,63.666,50.533,,-22.886,-43.557,114,N3 - Ruim
2012-03-11,ESTAÇÃO CAMPO GRANDE,4,2012,3,11,0.0,29.738,55.363,0.401,11.0,36.885,47.883,3.802,43.31,37.854,,-22.886,-43.557,40,N1 - Boa
2012-03-12,ESTAÇÃO CAMPO GRANDE,4,2012,3,12,16.8,28.822,66.946,0.458,33.271,49.83,83.191,3.506,78.377,33.625,,-22.886,-43.557,123,N4 - Muito Ruim
2012-03-13,ESTAÇÃO CAMPO GRANDE,4,2012,3,13,0.6,28.783,67.937,0.434,25.367,48.175,73.515,3.924,48.201,28.729,,-22.886,-43.557,34,N1 - Boa
2012-03-14,ESTAÇÃO CAMPO GRANDE,4,2012,3,14,23.2,30.037,63.914,0.405,18.49,39.608,58.1,2.002,40.628,24.417,,-22.886,-43.557,29,N1 - Boa
2012-03-15,ESTAÇÃO CAMPO GRANDE,4,2012,3,15,0.8,29.108,70.428,0.337,15.025,31.939,46.96,1.252,62.812,23.312,,-22.886,-43.557,65,N2 - Moderada
2012-03-16,ESTAÇÃO CAMPO GRANDE,4,2012,3,16,7.2,25.915,82.754,0.31,7.06,31.338,38.41,0.131,73.395,18.208,,-22.886,-43.557,37,N1 - Boa
2012-03-17,ESTAÇÃO CAMPO GRANDE,4,2012,3,17,1.0,26.329,79.544,0.24,8.274,26.669,34.957,0.107,27.361,22.604,,-22.886,-43.557,21,N1 - Boa
2012-03-18,ESTAÇÃO CAMPO GRANDE,4,2012,3,18,2.8,25.458,75.255,0.222,6.868,21.821,30.587,0.041,30.025,13.542,,-22.886,-43.557,18,N1 - Boa
2012-03-19,ESTAÇÃO CAMPO GRANDE,4,2012,3,19,0.0,26.45,68.822,0.426,45.702,40.89,92.443,1.029,23.627,30.333,,-22.886,-43.557,24,N1 - Boa
2012-03-20,ESTAÇÃO CAMPO GRANDE,4,2012,3,20,0.0,27.955,66.513,0.367,36.932,47.496,90.477,4.214,29.064,40.979,,-22.886,-43.557,33,N1 - Boa
2012-03-21,ESTAÇÃO CAMPO GRANDE,4,2012,3,21,0.0,29.449,64.529,0.413,39.917,46.105,86.019,3.43,32.395,41.417,,-22.886,-43.557,33,N1 - Boa
2012-03-22,ESTAÇÃO CAMPO GRANDE,4,2012,3,22,0.0,31.163,59.269,0.469,28.57,51.562,80.128,5.528,33.927,45.167,,-22.886,-43.557,36,N1 - Boa
2012-03-23,ESTAÇÃO CAMPO GRANDE,4,2012,3,23,41.0,27.525,78.082,0.41,18.998,42.2,61.15,2.934,59.697,22.458,,-22.886,-43.557,33,N1 - Boa
2012-03-24,ESTAÇÃO CAMPO GRANDE,4,2012,3,24,15.0,28.048,78.043,0.436,11.767,34.904,46.66,0.848,64.976,16.75,,-22.886,-43.557,45,N2 - Moderada
