data_dia,target,no_t,no2_t,nox_t,o3_t,nox_x_o3_t,no_lag1,no_lag7,o3_lag1,o3_lag7,pm10_lag1,pm2_5_lag1,so2_lag12,no_ma60_s1,nox_ma60_s1,no2_ma30_s1,o3_ma150_s1,so2_ma150_s21,pm10_ma30_s1,pm2_5_ma7_s1
2019-01-10,204.0,1.609830887697596,4.249004979376345,2.871056153946576,8.114161250205642,23.296212591517754,1.6185558053707416,1.7137765397666365,9.031115228577647,8.792489770205055,3.496408077317592,4.379799134530988,1.4292120882647616,1.7206236840017024,2.9611647655386752,4.535265904103468,8.281783643685326,2.1041786675048284,3.290606188609517,3.564261209181388
2019-01-11,198.0,1.7328412204924128,4.71350997321736,3.046109021221973,8.876941423339312,27.040131350492903,1.609830887697596,1.6121323536356709,8.114161250205642,8.877575273364751,3.139183318387033,3.229314097254066,1.3512897754246065,1.7178838648002002,2.960168216678717,4.50760154109304,8.27644131125364,2.1108279296156676,3.283180349670083,3.5934609892651843
2019-01-12,264.0,1.3223868352041952,4.512679562141143,2.8950306434196698,9.275011434476822,26.851442320878228,1.7328412204924128,1.5585988801941972,8.876941423339312,8.809028444468167,3.2732942751298477,3.52242404484467,1.264563878550344,1.716044704391181,2.9606144056152317,4.490409821430292,8.283079762362002,2.1126315382050844,3.2740033953437644,3.6933442455359358
2019-01-13,180.0,1.3327010006835929,4.1339261524397735,2.766582189912648,8.678521582671713,24.009843245392087,1.3223868352041952,1.4744259497457102,9.275011434476822,9.082108728043726,3.444507764323054,4.629599825785943,2.4106648717742414,1.7080593979392296,2.960133738262892,4.465512842585572,8.293467122272764,2.1087768079747296,3.270679382031177,3.9502970583345367
2019-01-14,204.0,1.7210053165610035,4.453793615699723,2.966973545694668,8.598290642911222,25.510900875711595,1.3327010006835929,1.8357994469191752,8.678521582671713,9.311076112834098,3.151731685804392,3.3497199948998104,2.5008078683594834,1.701615771908749,2.9569144548324044,4.42634600487247,8.299003469315185,2.1011831947461506,3.2565248173931653,3.916733333554649
2019-01-15,270.0,1.7853226251373824,4.993591854027723,3.140687007575574,9.252991932464596,29.06075154349316,1.7210053165610035,1.788804425537072,8.598290642911222,8.979160474434563,3.212746840794776,3.473023758692907,2.4680552093289667,1.7058732835307757,2.961588296722715,4.3919024653566,8.310097949401783,2.0919961923518033,3.242191785564984,3.7989819910344313
2019-01-16,144.0,1.5171522924018273,4.820010304072251,3.0282413745925805,10.464176921826212,31.688053505730966,1.7853226251373824,1.6185558053707416,9.252991932464596,9.031115228577647,3.4771965835831438,4.740099210668248,1.7752197220675638,1.709644195224681,2.969658628915686,4.406859649633346,8.319541954484526,2.0801282860315022,3.2426312535234842,3.9034257238109475
2019-01-17,180.0,1.6338593169976452,4.902551011639747,3.076990170350327,11.296323731935704,34.758677084261286,1.5171522924018273,1.609830887697596,10.464176921826212,8.114161250205642,3.521941280716744,4.707963291487499,1.2144894580094414,1.7093918738390863,2.9757409316377132,4.406801224247743,8.33721581482518,2.080233271591986,3.242310314212489,3.9503063176618776
2019-01-18,204.0,1.5154396605774756,4.991373887448026,3.0814119691225885,9.833985771614302,30.302561460833545,1.6338593169976452,1.7328412204924128,11.296323731935704,8.876941423339312,3.1390313489109345,3.5566016458615617,2.2740993648174084,1.7120834574172092,2.9823988573264795,4.406217314131746,8.362101478622925,2.076448631696962,3.2281623752463093,3.997061681748663
2019-01-19,192.0,1.4219303090919737,4.651197495364799,2.957313842824239,10.796127076313068,31.927536051670216,1.5154396605774756,1.3223868352041952,9.833985771614302,9.275011434476822,3.47085533198028,4.638901635390687,2.340951704755573,1.7094770766713483,2.9870544836304425,4.440036013208959,8.375824757649845,2.0753647856916726,3.2322434971130405,4.156558480398094
2019-01-20,96.0,1.119817768668856,4.106713944612331,2.721288662525503,10.376298009229368,28.236902131501825,1.4219303090919737,1.3327010006835929,10.796127076313068,8.678521582671713,3.529405784486604,4.440043357419809,2.1239605245655606,1.705226536032802,2.988426376111973,4.438413613139321,8.384549330065395,2.0734357904298317,3.2302995563387724,4.129478984917218
2019-01-21,246.0,1.6117844000944292,4.843179434162939,3.0542703442718206,9.999221591919468,30.540325974002098,1.119817768668856,1.7210053165610035,10.376298009229368,8.598290642911222,3.378660384271668,4.041691224165509,2.1921645103251275,1.6906201208156477,2.980549487652479,4.405665197859739,8.395775396222625,2.0665919708740343,3.215283920396881,4.2283320176694605
